Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Agency Description,Color Description,Body Style Description
4311772076,07/03/2017,1246,,,CA,201802,,SUZI,PA,SL,610 MAIN STREET,00906,51,21211B,BLK BIKE PATH OR LANE,93,6417606.203236,,,
4311800651,07/01/2017,2114,,,IN,,,FORD,PA,WT,654 ROSE AVE,00204,51,21211B,BLK BIKE PATH OR LANE,93,6419046.692665,,,
4311833503,06/24/2017,1305,,,CA,201805,,FORD,PA,BL,4048 TUJUNGA AVENUE,00366,53,21211B,BLK BIKE PATH OR LANE,93,6446997.340211,,,
4311873801,07/10/2017,247,,,OH,,,VOLV,TK,OT,12250 ROSCOE BLVD,00315,53,21211B,BLK BIKE PATH OR LANE,93,6440708.70136257,,,
4311891183,07/25/2017,1404,,,CA,201711,,FRHT,CM,WT,507 SPRING ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6486022.726236,,,
4311891194,07/25/2017,1421,,,CA,1,,FRHT,CM,WT,615 SPRING ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6485583.366291,,,
4311899093,06/27/2017,1113,,,CA,201707,,CHEV,PA,GY,6117 CLYBOURN AVE,00352,53,21211B,BLK BIKE PATH OR LANE,93,6453037.369508,,,
4311904741,06/28/2017,2018,,,CA,201805,,MERZ,PA,SL,945 GAYLEY AVE,203A,51,21211B,BLK BIKE PATH OR LANE,93,6425905.59169,,,
4311910466,07/05/2017,1127,,,CA,,,TOYT,PA,GY,528 MAIN ST S,00655,56,21211B,BLK BIKE PATH OR LANE,93,6486238.736299,,,
4311937534,07/01/2017,1239,,,CA,201710,,GRUM,CM,BN,806 3RD ST E,00610,56,21211B,BLK BIKE PATH OR LANE,93,6484883.508006,,,
4311993066,07/05/2017,1608,,,CA,201802,,FORD,PA,GY,972 S GAYLEY AVENUE,00117,51,21211B,BLK BIKE PATH OR LANE,93,6425939.445964,,,
4312001901,07/17/2017,1149,,,CA,201712,,LNDR,PA,SL,11928 SAN VICENTE BLVD,00119,51,21211B,BLK BIKE PATH OR LANE,93,6418672.835198,,,
4312001912,07/17/2017,1151,,,CA,201801,,CHEV,PA,GY,11928 SAN VICENTE BLVD,00119,51,21211B,BLK BIKE PATH OR LANE,93,6418672.835198,,,
4312043330,08/02/2017,1123,,,CA,201802,,CHEV,PA,WT,2973 SOUTH SEPULVEDA BOULEVARD,00906,51,21211B,BLK BIKE PATH OR LANE,93,6431712.66021163,,,
4312043455,08/08/2017,1136,,,CA,201711,,NISS,PU,SL,3161 SEPULVEDA BLVD S,00906,51,21211B,BLK BIKE PATH OR LANE,93,6432288.714566,,,
4312043466,08/08/2017,1139,,,CA,201802,,TOYT,PU,BL,3161 SEPULVEDA BLVD S,00906,51,21211B,BLK BIKE PATH OR LANE,93,6432288.714566,,,
4312056280,06/29/2017,412,,,CA,201707,,FRHT,TK,GY,8201 WHITE OAK AVE,00310,53,21211B,BLK BIKE PATH OR LANE,93,6404887.81627325,,,
4312056291,06/29/2017,416,,,CA,201802,,FORD,VN,WT,7801 WHITE OAK AVE,00310,53,21211B,BLK BIKE PATH OR LANE,93,6404876.81865102,,,
4312056464,06/30/2017,314,,,CA,201801,,CHEV,TK,BK,12301 VAN NUYS BLVD,00316,53,21211B,BLK BIKE PATH OR LANE,93,99999,,,
4312056486,06/30/2017,342,,,CA,201705,,VOLV,TK,GN,8450 FOOTHILL BLVD,00316,53,21211B,BLK BIKE PATH OR LANE,93,6465851.51797,,,
4312056836,07/05/2017,248,,,CA,201711,,FRHT,TK,WT,7432 FOOTHILL BLVD,00316,53,21211B,BLK BIKE PATH OR LANE,93,6472765.969393,,,
4312056840,07/05/2017,305,,,CA,201712,,INTL,TK,RD,6555 FOOTHILL BLVD,00316,53,21211B,BLK BIKE PATH OR LANE,93,6478594.230581,,,
4312057105,07/07/2017,531,,,OK,,,FORD,TK,WT,7521 LANKERSHIM BLVD,00316,53,21211B,BLK BIKE PATH OR LANE,93,6444420.962901,,,
4312057256,07/08/2017,413,,,CA,201712,,CHEV,PA,WT,6330 FALLBROOK AVE,00321,53,21211B,BLK BIKE PATH OR LANE,93,6373146.204693,,,
4312057901,07/13/2017,204,,,CA,201705,,CHEV,PA,GY,13523 CHANDLER BLVD,00309,53,21211B,BLK BIKE PATH OR LANE,93,6432350.45421758,,,
4312066371,06/30/2017,1503,,,CA,201711,,BMW,PA,GY,312 MARKET STREET,161R,51,21211B,BLK BIKE PATH OR LANE,93,6419362.043718,,,
4312157393,07/20/2017,905,,,CA,201712,,TOYT,PA,SL,13421 RIVERSIDE DR,360R1,53,21211B,BLK BIKE PATH OR LANE,93,6433152.181785,,,
4312198240,07/12/2017,1528,,,CA,201709,,TOYT,PA,WT,11855 WASHINGTON PL,907R,51,21211B,BLK BIKE PATH OR LANE,93,6433319.430702,,,
4312220496,08/10/2017,816,,,CA,,,HYUN,PA,SL,3534 SUNSET BLVD W,00442,54,21211B,BLK BIKE PATH OR LANE,93,6477944.893912,,,
4312226391,07/01/2017,1508,,,CA,11,,TOYT,PA,WT,752 MAIN ST S,651B,56,21211B,BLK BIKE PATH OR LANE,93,6485226.19066,,,
4312228771,07/08/2017,837,,,CA,201705,,CHEV,PA,SL,603 MAIN STREET,00104,51,21211B,BLK BIKE PATH OR LANE,93,6417594.092824,,,
4312228782,07/08/2017,841,,,CA,201804,,CHEV,PA,BK,789 MAIN STREET,00104,51,21211B,BLK BIKE PATH OR LANE,93,6417715.903247,,,
4312228815,07/08/2017,905,,,CA,201708,,BMW,PA,GY,1160 MAIN STREET,00104,51,21211B,BLK BIKE PATH OR LANE,93,6418269.120132,,,
4312239691,07/08/2017,1302,,,CA,201708,,TOYT,PA,BK,4048 TUJUNGA AVE,00361,53,21211B,BLK BIKE PATH OR LANE,93,6446997.340211,,,
4312285095,07/07/2017,1450,,,CA,201806,,LEXS,PA,BK,11828 SAN VICENTE BL,00119,51,21211B,BLK BIKE PATH OR LANE,93,99999,,,
4312285703,07/12/2017,1117,,,CA,201710,,BMW,PA,GY,3191 SOUTH SEPULVEDA BOULEVARD,00906,51,21211B,BLK BIKE PATH OR LANE,93,6432495.574386,,,
4312285725,07/12/2017,1120,,,CA,201802,,LEXS,PA,BK,3191 SOUTH SEPULVEDA BOULEVARD,00906,51,21211B,BLK BIKE PATH OR LANE,93,6432495.574386,,,
4312285736,07/12/2017,1124,,,CA,201710,,TOYT,PA,SL,3415 SOUTH SEPULVEDA BOULEVARD,00906,51,21211B,BLK BIKE PATH OR LANE,93,6433322.905036,,,
4312352332,06/23/2017,1820,,,CA,201808,,TOYT,PA,BL,7361 FOOTHILL BLVD,00316,53,21211B,BLK BIKE PATH OR LANE,93,6473275.176631,,,
4312352870,06/26/2017,2108,,,CA,,,JEEP,PA,BL,7633 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LANE,93,6471387.13560473,,,
4312353522,06/29/2017,2227,,,CA,201708,,INTL,PA,RD,8610 LANKERSHIM BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LANE,93,6444451.904467,,,
4312353835,06/30/2017,2320,,,CA,201706,,FRHT,PA,WT,11200 SHERMAN WAY,00316,53,21211B,BLK BIKE PATH OR LANE,93,6414555.016399,,,
4312354281,07/05/2017,2059,,,CA,201704,,UNK,PA,WT,10639 GLENOAKS BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LANE,93,6440849.91780664,,,
4312395080,07/22/2017,1125,,,CA,201704,,DODG,VN,WT,4048 TUJUNGA AVE,00357,53,21211B,BLK BIKE PATH OR LANE,93,6446997.340211,,,
4312402010,07/24/2017,1715,,,CA,201708,,TOYT,PA,WT,701 E 4TH PL,00666,56,21211B,BLK BIKE PATH OR LANE,93,6489549.378729,,,
4312402032,07/26/2017,1145,,,MI,3,,FORD,PA,BL,701 E 4TH PL,00666,56,21211B,BLK BIKE PATH OR LANE,93,6489549.378729,,,
4312402942,08/03/2017,1736,,,CA,,,HOND,PA,GY,701 E 4TH PL,00666,56,21211B,BLK BIKE PATH OR LANE,93,6489549.378729,,,
4312402953,08/03/2017,1738,,,CA,201706,,NISS,PA,SL,701 E 4TH PL,00666,56,21211B,BLK BIKE PATH OR LANE,93,6489549.378729,,,
4312403266,08/08/2017,1709,,,CA,,,HOND,PA,BK,700 E 3RD ST,00600,56,21211B,BLK BIKE PATH OR LANE,93,6489549.378729,,,
4312403395,08/10/2017,1143,,,CA,201708,,CHEV,PA,BK,701 4TH PL E,00666,56,21211B,BLK BIKE PATH OR LANE,93,6489549.378729,,,
4312408365,07/01/2017,1902,,,CA,201711,,FRHT,TK,WT,7414 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LANE,93,6472937.63248392,,,
4312408376,07/01/2017,1913,,,CA,201707,,FRHT,TK,GY,6545 FOOTHILL BOULEVARD,00316,53,21211B,BLK BIKE PATH OR LANE,93,6478669.487268,,,
4312409172,07/05/2017,1803,,,CA,201802,,TOYT,PA,BL,5132 WHITE OAK AVENUE,350R,53,21211B,BLK BIKE PATH OR LANE,93,6404795.953576,,,
4312409216,07/05/2017,1840,,,CA,201802,,TOYT,PA,BK,6560 RESEDA BOULEVARD,350R,53,21211B,BLK BIKE PATH OR LANE,93,6399564.175449,,,
4312409323,07/05/2017,2203,,,CA,201705,,BMW,PA,SL,4055 TUJUNGA AVENUE,350R,53,21211B,BLK BIKE PATH OR LANE,93,6446997.37703,,,
4312409334,07/05/2017,2207,,,CA,201705,,ACUR,PA,SL,4164 TUJUNGA AVENUE,350R,53,21211B,BLK BIKE PATH OR LANE,93,6446998.973253,,,
4312424723,07/20/2017,2231,,,CA,201711,,TOYT,PA,BK,959 NORTH FAIRFAX AVENUE,00401,54,21211B,BLK BIKE PATH OR LANE,93,6451503.70272734,,,
4312434744,07/09/2017,1220,,,CA,201711,,TOYT,PA,SL,11677 SAN VICENTE BL,00330,51,21211B,BLK BIKE PATH OR LANE,93,6416065.609065,,,
4312466970,07/13/2017,1118,,,CA,201801,,TOYT,PU,SL,3415 SOUTH SEPULVEDA BOULEVARD,00906,51,21211B,BLK BIKE PATH OR LANE,93,6433322.905036,,,
4312514662,07/13/2017,1306,,,CA,,,OTHR,TR,WT,501 CYPRESS AVE,00674,56,21211B,BLK BIKE PATH OR LANE,93,6495345.157875,,,
4312548903,07/19/2017,1501,,,CA,201711,,FRHT,CM,WT,6470 FOOTHILL BOULEVARD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6479283.004779,,,
4312549710,07/26/2017,1625,,,CA,201801,,NISS,PA,BL,9405 GLENOAKS BOULEVARD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6447710.15439891,,,
4312628106,07/19/2017,1155,,,AZ,,,CHEV,PA,SL,11900 SAN VICENTE BL,00119,51,21211B,BLK BIKE PATH OR LANE,93,6418423.925086,,,
4312636285,07/06/2017,1849,,,CA,201805,,MERZ,PA,SL,13457 CHANDLER BLVD,00309,53,21211B,BLK BIKE PATH OR LANE,93,6432818.03017849,,,
4312649246,07/24/2017,1019,,,CA,201801,,BMW,PA,BL,17806 PLUMMER ST,00382,53,21211B,BLK BIKE PATH OR LANE,93,6404012.394628,,,
4312649250,07/24/2017,1020,,,AZ,201804,,TOYT,PA,WT,17806 PLUMMER ST,00382,53,21211B,BLK BIKE PATH OR LANE,93,6404012.394628,,,
4312649821,07/27/2017,1039,,,CA,201802,,VOLV,TK,WT,16600 FOOTHILL BLVD,00382,53,21211B,BLK BIKE PATH OR LANE,93,6412769.553451,,,
4312649865,07/27/2017,1129,,,CA,201806,,CHEV,PA,SL,17840 PLUMMER ST,00382,53,21211B,BLK BIKE PATH OR LANE,93,6403833.973792,,,
4312649876,07/27/2017,1130,,,CA,201801,,BMW,PA,MR,17840 PLUMMER ST,00382,53,21211B,BLK BIKE PATH OR LANE,93,6403833.973792,,,
4312649880,07/27/2017,1132,,,CA,,,FORD,PA,WT,17838 PLUMMER ST,00382,53,21211B,BLK BIKE PATH OR LANE,93,6403844.46913553,,,
4312657090,07/09/2017,337,,,CA,201706,,HOND,PA,GY,6506 RESEDA BOULEVARD,00315,53,21211B,BLK BIKE PATH OR LANE,93,6399562.756576,,,
4312657716,07/11/2017,256,,,CA,,,DODG,PA,OR,14242 RIVERSIDE DRIVE,00309,53,21211B,BLK BIKE PATH OR LANE,93,6427500.57476551,,,
4312671171,07/18/2017,1903,,,CA,,,TSMR,PA,BL,11600 SAN VICENTE BOULEVARD,00302,51,21211B,BLK BIKE PATH OR LANE,93,99999,,,
4312708046,07/17/2017,1133,,,CA,201807,,FORD,PA,WT,100 FIGUEROA ST N,00610,56,21211B,BLK BIKE PATH OR LANE,93,6485346.097216,,,
4312733935,07/19/2017,221,,,CA,,,UNK,TR,WT,15601 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475801.923254,,,
4312733946,07/19/2017,224,,,CA,201706,,FRHT,CM,WT,15601 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475801.923254,,,
4312733961,07/19/2017,231,,,CA,201706,,INTL,CM,WT,15701 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475844.106205,,,
4312733972,07/19/2017,234,,,CA,,,UNK,TR,WT,15701 FIGUEROA ST S,00500,55,21211B,BLK BIKE PATH OR LANE,93,6475844.106205,,,
4312750875,07/25/2017,1203,,,CA,201804,,NISS,PA,BK,310 WASHINGTON BLVD E,00908,51,21211B,BLK BIKE PATH OR LANE,93,6420885.444674,,,
4312831320,07/31/2017,1643,,,CA,201802,,TOYT,PA,BL,1111 SOUTH GRAND AVENUE,00600,56,21211B,BLK BIKE PATH OR LANE,93,6482261.798365,,,
4312833965,08/07/2017,1216,,,IN,,,FRHT,TK,WT,400 CYPRESS AVE,00671,56,21211B,BLK BIKE PATH OR LANE,93,6495462.419581,,,
4312854011,07/29/2017,1645,,,CA,,,UNK,TR,GN,17301 FIGUEROA ST,00500,55,21211B,BLK BIKE PATH OR LANE,93,99999,,,
4312854954,08/10/2017,1839,,,CA,5,,MITS,PA,GY,2014 GRAND AVE,00500,55,21211B,BLK BIKE PATH OR LANE,93,6473423.519394,,,
4312863542,07/11/2017,1458,,,CA,201802,,CADI,PA,WT,12000 SAN VICENTE BL,00119,51,21211B,BLK BIKE PATH OR LANE,93,99999,,,
4312926741,07/18/2017,1154,,,CA,201708,,CHEV,PA,SL,3233 SOUTH SEPULVEDA BOULEVARD,00906,51,21211B,BLK BIKE PATH OR LANE,93,6432616.399551,,,
4312944123,07/14/2017,214,,,FL,201802,,NISS,PA,WT,13141 RIVERSIDE DR,00309,53,21211B,BLK BIKE PATH OR LANE,93,6434740.18676,,,
4312944134,07/14/2017,221,,,CA,201801,,AUDI,PA,BK,12000 RIVERSIDE DR,00309,53,21211B,BLK BIKE PATH OR LANE,93,6442383.362722,,,
4312944156,07/14/2017,237,,,CA,201802,,CHRY,PA,BL,11601 CHANDLER BLVD,00309,53,21211B,BLK BIKE PATH OR LANE,93,6445332.800236,,,
4312944661,07/15/2017,709,,,CA,201801,,KIA,PA,GY,13700 MOORPARK ST,00309,53,21211B,BLK BIKE PATH OR LANE,93,6431196.023093,,,
4312944716,07/17/2017,131,,,NM,201804,,FORD,PA,GN,13050 RIVERSIDE DR,00309,53,21211B,BLK BIKE PATH OR LANE,93,6435422.375728,,,
4312944882,07/17/2017,536,,,CA,201712,,BMW,PA,BK,6135 WOODMAN AVE,00309,53,21211B,BLK BIKE PATH OR LANE,93,6431239.660659,,,
4312944893,07/17/2017,604,,,CA,,,OTHR,TR,OT,5800 VAN NUYS BLVD,00309,53,21211B,BLK BIKE PATH OR LANE,93,6425948.934664,,,
4312945184,08/02/2017,236,,,CA,201709,,CHEV,PA,OT,8219 WHITE OAK AVE,00310,53,21211B,BLK BIKE PATH OR LANE,93,6404888.25750717,,,
4312945195,08/02/2017,239,,,CA,201801,,CADI,PA,BK,8100 WHITE OAK AVENUE,00310,53,21211B,BLK BIKE PATH OR LANE,93,6404885.332112,,,
4312945206,08/02/2017,242,,,CA,201804,,HOND,PA,GO,8057 WHITE OAK AVE,00310,53,21211B,BLK BIKE PATH OR LANE,93,6404884.05337143,,,
4312945582,08/04/2017,45,,,CA,201612,,GMC,PU,BL,13141 RIVERSIDE DR,00310,53,21211B,BLK BIKE PATH OR LANE,93,6434740.18676,,,
4312981400,08/07/2017,1124,,,CA,201712,,NISS,PA,GN,8100 SAN PEDRO ST,00553,55,21211B,BLK BIKE PATH OR LANE,93,6479942.798085,,,
4312981411,08/07/2017,1126,,,CA,201705,,SUZI,PA,WT,8100 SAN PEDRO ST,00553,55,21211B,BLK BIKE PATH OR LANE,93,6479942.798085,,,
4312981444,08/07/2017,1258,,,CA,201711,,CHEV,PA,WT,16401 FIGUEROA ST,00553,55,21211B,BLK BIKE PATH OR LANE,93,6475892.187711,,,
4313047793,07/21/2017,1115,,,CA,201806,,HYUN,PA,WT,3191 SEPULVEDA BLVD,00906,51,21211B,BLK BIKE PATH OR LANE,93,6432495.574386,,,
4313047804,07/21/2017,1119,,,CA,201808,,GMC,PA,BK,3233 SOUTH SEPULVEDA BOULEVARD,00906,51,21211B,BLK BIKE PATH OR LANE,93,6432616.399551,,,
4313049650,07/17/2017,1037,,,CA,201708,,STLG,CM,WT,833 GRAND AVE S,00677,56,21211B,BLK BIKE PATH OR LANE,93,6483397.87778568,,,
4313053393,07/17/2017,1356,,,CA,201710,,GMC,PU,WT,1107 MAIN ST,139B,51,21211B,BLK BIKE PATH OR LANE,93,6418186.572448,,,
4313062250,07/10/2017,2145,,,CA,201803,,INTL,TK,YE,9026 WOODLEY AVENUE,350R,53,21211B,BLK BIKE PATH OR LANE,93,6415052.374119,,,
4313073645,07/24/2017,459,,,CA,201804,,FORD,TK,WT,7782 FOOTHILL BLVD,00316,53,21211B,BLK BIKE PATH OR LANE,93,6470361.043365,,,
4313073892,07/25/2017,253,,,CA,201805,,FORD,TK,WT,9200 GLENOAKS BLVD,00316,53,21211B,BLK BIKE PATH OR LANE,93,6448955.13777,,,
4313132154,07/15/2017,1720,,,MN,,,IND,TK,WT,11200 SHERMAN WAY,00316,53,21211B,BLK BIKE PATH OR LANE,93,6414555.016399,,,
4313157251,08/01/2017,1321,,,CA,201710,,GMC,PU,GY,600 MAIN ST,00906,51,21211B,BLK BIKE PATH OR LANE,93,6417591.065221,,,
4313169711,07/24/2017,1211,,,CA,201710,,LEXS,PA,WT,3171 SOUTH SEPULVEDA BOULEVARD,00906,51,21211B,BLK BIKE PATH OR LANE,93,6432357.667839,,,
4313171181,07/25/2017,2317,,,NJ,,,UNK,PA,WT,11500 SHERMAN WAY,00316,53,21211B,BLK BIKE PATH OR LANE,93,6414567.389016,,,
4313183674,07/26/2017,1434,,,CA,201801,,OTHR,TK,WT,2762 BROADWAY W,6T8,56,21211B,BLK BIKE PATH OR LANE,93,6493526.49189244,,,
4313184153,07/29/2017,1123,,,CA,201708,,HOND,PA,BN,12532 SHORT AVE,309W,51,21211B,BLK BIKE PATH OR LANE,93,6432178.910945,,,
4313185763,08/10/2017,916,,,CA,201808,,TOYT,VN,WT,3151 SEPULVEDA BLVD S,00906,51,21211B,BLK BIKE PATH OR LANE,93,6432219.761292,,,
4313185774,08/10/2017,919,,,CA,201711,,NISS,PA,SL,3151 SEPULVEDA BLVD S,00906,51,21211B,BLK BIKE PATH OR LANE,93,6432219.761292,,,
4313185785,08/10/2017,924,,,CA,201806,,BMW,PA,WT,3251 SEPULVEDA BLVD S,00906,51,21211B,BLK BIKE PATH OR LANE,93,6432678.254243,,,
4313185796,08/10/2017,930,,,OR,201906,,BMW,PA,BK,3430 A/F SEPULVEDA BLVD S,00906,51,21211B,BLK BIKE PATH OR LANE,93,99999,,,
4313189845,07/30/2017,1706,,,CA,201806,,NISS,PU,WT,6500 RESEDA BOULEVARD,00310,53,21211B,BLK BIKE PATH OR LANE,93,6399562.598923,,,
4313208174,07/15/2017,1108,,,CA,,,NISS,PA,BK,5521 VAN NUYS BOULEVARD,00356,53,21211B,BLK BIKE PATH OR LANE,93,6425925.954912,,,
4313228533,07/23/2017,1200,,,CA,201807,,MAZD,PA,RD,11670 SAN VICENTE BLVD,00330,51,21211B,BLK BIKE PATH OR LANE,93,6420916.416586,,,
4313251423,08/03/2017,1119,,,CA,201803,,CADI,PA,BK,3200 SEPULVEDA BLVD S,00906,51,21211B,BLK BIKE PATH OR LANE,93,6432550.737005,,,
4313251471,08/03/2017,1319,,,CA,201806,,DODG,PA,BK,12715 SHORT AVE,00906,51,21211B,BLK BIKE PATH OR LANE,93,6431801.723333,,,
4313251482,08/03/2017,1323,,,CA,201709,,TOYT,PA,SL,12813 SHORT AVE,00906,51,21211B,BLK BIKE PATH OR LANE,93,6431300.78099038,,,
4313251493,08/03/2017,1328,,,CA,201708,,HOND,PA,TN,4328 ALLA ROAD,00906,51,21211B,BLK BIKE PATH OR LANE,93,6430021.388083,,,
4313290015,08/10/2017,1727,,,CA,201805,,TOYT,PA,MR,7645 LAUREL CANYON BOULEVARD,00330,53,21211B,BLK BIKE PATH OR LANE,93,6441782.568844,,,
4313290925,08/25/2017,1957,,,CA,9,,TOYT,PA,WT,5031 VINELAND AVENUE,00315,53,21211B,BLK BIKE PATH OR LANE,93,6449606.98743,,,
4313291010,08/25/2017,2028,,,CA,201805,,HOND,PA,WT,4058 TUJUNGA AVENUE,00315,53,21211B,BLK BIKE PATH OR LANE,93,6446997.466171,,,
4313327211,07/22/2017,1117,,,CA,201712,,TOYT,PA,WT,17806 PLUMMER STREET,00375,53,21211B,BLK BIKE PATH OR LANE,93,6404012.394628,,,
4313327222,07/22/2017,1118,,,CA,201707,,AUDI,PA,WT,17806 PLUMMER STREET,00375,53,21211B,BLK BIKE PATH OR LANE,93,6404012.394628,,,
4313327244,07/22/2017,1121,,,CA,201802,,FORD,PA,WT,17806 PLUMMER STREET,00375,53,21211B,BLK BIKE PATH OR LANE,93,6404012.394628,,,
4313349795,08/15/2017,1833,,,CA,201708,,FRHT,TK,BK,11223 SHERMAN WAY,00315,53,21211B,BLK BIKE PATH OR LANE,93,6448193.24890339,,,
4313359466,08/09/2017,1414,,,CA,201709,,AUDI,PA,BK,600 MAIN ST,00906,51,21211B,BLK BIKE PATH OR LANE,93,6417591.065221,,,
4313361765,07/23/2017,157,,,CA,201709,,HOND,PA,MR,05 62ND AVE,504A,51,21211B,BLK BIKE PATH OR LANE,93,6424061.541726,,,
4313414162,07/20/2017,1423,,,CA,201708,,CHEV,PA,BK,340 MAIN STREET,00906,51,21211B,BLK BIKE PATH OR LANE,93,6417111.170364,,,
4313415385,07/30/2017,1423,,,CA,201806,,VOLK,PA,BK,11677 SAN VICENTE BL,00330,51,21211B,BLK BIKE PATH OR LANE,93,6416065.609065,,,
4313415396,07/30/2017,1426,,,CA,201708,,MNNI,PA,BK,11677 SAN VICENTE BL,00330,51,21211B,BLK BIKE PATH OR LANE,93,6416065.609065,,,
4313424533,07/31/2017,1132,,,CA,201806,,HOND,PA,BK,3000 SOUTH SEPULVEDA BOULEVARD,00906,51,21211B,BLK BIKE PATH OR LANE,93,6431788.17769033,,,
4313424905,08/02/2017,2029,,,CA,201807,,TOYT,PA,GY,12257 VENICE BLVD,00204,51,21211B,BLK BIKE PATH OR LANE,93,6430742.688128,,,
4313449630,08/01/2017,1315,,,CA,,,TSMR,PA,GY,13050 SAN VICENTE BLVD,00159,51,21211B,BLK BIKE PATH OR LANE,93,6413078.383122,,,
4313602300,07/22/2017,1116,,,CA,201804,,TOYT,PA,SL,3415 SOUTH SEPULVEDA BOULEVARD,311W,51,21211B,BLK BIKE PATH OR LANE,93,6433322.905036,,,
4313617162,07/20/2017,1310,,,CA,201802,,MERZ,PA,SL,11100 CHANDLER BLVD,00356,53,21211B,BLK BIKE PATH OR LANE,93,6449000.782264,,,
4313650110,07/26/2017,1146,,,CA,201704,,DODG,VN,WT,4048 TUJUNGA AVE,00395,53,21211B,BLK BIKE PATH OR LANE,93,6446997.340211,,,
4313665451,08/15/2017,1418,,,CA,1,,FRHT,CM,WT,613 SPRING ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6485591.640204,,,
4313665462,08/15/2017,1422,,,CA,,,FORD,CM,WT,613 SPRING ST S,00600,56,21211B,BLK BIKE PATH OR LANE,93,6485591.640204,,,
4313705443,08/14/2017,957,,,CA,201710,,GMC,VN,WT,1626 WESTWOOD BL,00187,51,21211B,BLK BIKE PATH OR LANE,93,6428567.48839,,,
4313725986,08/01/2017,1331,,,WA,201804,,FORD,PA,BK,425 WASHINGTON BLVD E,138B,51,21211B,BLK BIKE PATH OR LANE,93,6421377.854876,,,
4313742031,07/28/2017,1017,,,CA,201806,,TOYT,PU,WT,16600 FOOTHILL BLVD,00382,53,21211B,BLK BIKE PATH OR LANE,93,6412769.553451,,,
4313742366,08/08/2017,2158,,,IN,,,FRHT,PA,WT,11500 SHERMAN WAY,00315,53,21211B,BLK BIKE PATH OR LANE,93,6414567.389016,,,
4313756123,07/28/2017,1401,,,CA,201804,,MERZ,PA,BL,200 VENICE WAY,00164,51,21211B,BLK BIKE PATH OR LANE,93,6419394.34947,,,
4313768491,07/22/2017,238,,,CA,201707,,OTHR,TK,BK,1119 EAST G STREET,00500,55,21211B,BLK BIKE PATH OR LANE,93,6485975.09885467,,,
4313804353,08/02/2017,1227,,,CA,201707,,JEEP,PA,WT,13642 ELDRIDGE AVE,340R,53,21211B,BLK BIKE PATH OR LANE,93,6432791.62678334,,,
4313804482,08/02/2017,1637,,,CA,201607,,FRHT,CM,WT,9939 GLENOAKS BOULEVARD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6444214.19781928,,,
4313804736,08/03/2017,1632,,,CA,201607,,FRHT,CM,WT,9939 GLENOAKS BOULEVARD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6444214.197819,,,
4313805241,08/10/2017,1136,,,CA,201808,,FORD,CM,WT,7300 LANKERSHIM BOULEVARD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6444415.38436,,,
4313805344,08/11/2017,1027,,,CA,201805,,FORD,PA,WT,7800 WOODLEY AVENUE,340R,53,21211B,BLK BIKE PATH OR LANE,93,6415436.614752,,,
4313805355,08/11/2017,1030,,,CA,201803,,TOYT,PU,BK,7800 WOODLEY AVENUE,340R,53,21211B,BLK BIKE PATH OR LANE,93,6415436.614752,,,
4313805381,08/11/2017,1353,,,CA,201712,,FRHT,CM,BL,10470 GLENOAKS BOULEVARD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6441737.720776,,,
4313805506,08/12/2017,1553,,,CA,201802,,FRHT,CM,GN,10320 GLENOAKS BOULEVARD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6442225.77649123,,,
4313805801,08/17/2017,1250,,,CA,201705,,VOLV,CM,BL,8450 FOOTHILL BOULEVARD,340R,53,21211B,BLK BIKE PATH OR LANE,93,6465851.51797,,,
4313806431,07/24/2017,1215,,,CA,201707,,GMC,PU,BK,400 ECHANDIA ST,00672,56,21211B,BLK BIKE PATH OR LANE,93,6495205.468389,,,
4313852045,08/05/2017,512,,,IL,201912,,INFI,PA,BK,13212 RIVERSIDE DR,00309,53,21211B,BLK BIKE PATH OR LANE,93,6434365.277057,,,
4313852196,08/06/2017,257,,,CA,201710,,DODG,PU,BL,12634 BURBANK BLVD,00315,53,21211B,BLK BIKE PATH OR LANE,93,6438235.121257,,,
4313852200,08/06/2017,304,,,CA,,,OTHR,TR,BK,13101 BURBANK BLVD,00315,53,21211B,BLK BIKE PATH OR LANE,93,6435186.405684,,,
